tradition,reference,original_text,translation
Gita,13.17,"अविभक्तं च भूतेषु विभक्तमिव च स्थितम् |
भूतभर्तृ च तज्ज्ञेयं ग्रसिष्णु प्रभविष्णु च ||१३-१७||","Although the Supersoul appears to be divided among all beings, He is never divided. He is situated as one. Although He is the maintainer of every living entity, it is to be understood that He devours and develops all."
Gita,13.18,"ज्योतिषामपि तज्ज्योतिस्तमसः परमुच्यते |
ज्ञानं ज्ञेयं ज्ञानगम्यं हृदि सर्वस्य विष्ठितम् ||१३-१८||","He is the source of light in all luminous objects. He is beyond the darkness of matter and is unmanifested. He is knowledge, He is the object of knowledge, and He is the goal of knowledge. He is situated in everyone’s heart."
Gita,13.19,"इति क्षेत्रं तथा ज्ञानं ज्ञेयं चोक्तं समासतः |
मद्भक्त एतद्विज्ञाय मद्भावायोपपद्यते ||१३-१९||","Thus the field of activities [the body], knowledge and the knowable have been summarily described by Me. Only My devotees can understand this thoroughly and thus attain to My nature."
Gita,13.20,"प्रकृतिं पुरुषं चैव विद्ध्यनादी उभावपि |
विकारांश्च गुणांश्चैव विद्धि प्रकृतिसम्भवान् ||१३-२०||",Material nature and the living entities should be understood to be beginningless. Their transformations and the modes of matter are products of material nature.
Gita,13.21,"कार्यकारणकर्तृत्वे हेतुः प्रकृतिरुच्यते |
पुरुषः सुखदुःखानां भोक्तृत्वे हेतुरुच्यते ||१३-२१||","Nature is said to be the cause of all material causes and effects, whereas the living entity is the cause of the various sufferings and enjoyments in this world."
Gita,13.22,"पुरुषः प्रकृतिस्थो हि भुङ्क्ते प्रकृतिजान्गुणान् |
कारणं गुणसङ्गोऽस्य सदसद्योनिजन्मसु ||१३-२२||","The living entity in material nature thus follows the ways of life, enjoying the three modes of nature. This is due to his association with that material nature. Thus he meets with good and evil among various species."
Gita,13.23,"उपद्रष्टानुमन्ता च भर्ता भोक्ता महेश्वरः |
परमात्मेति चाप्युक्तो देहेऽस्मिन्पुरुषः परः ||१३-२३||","Yet in this body there is another, a transcendental enjoyer, who is the Lord, the supreme proprietor, who exists as the overseer and permitter, and who is known as the Supersoul."
Gita,13.24,"य एवं वेत्ति पुरुषं प्रकृतिं च गुणैः सह |
सर्वथा वर्तमानोऽपि न स भूयोऽभिजायते ||१३-२४||","One who understands this philosophy concerning material nature, the living entity and the interaction of the modes of nature is sure to attain liberation. He will not take birth here again, regardless of his present position."
Gita,13.25,"ध्यानेनात्मनि पश्यन्ति केचिदात्मानमात्मना |
अन्ये साङ्ख्येन योगेन कर्मयोगेन चापरे ||१३-२५||","Some perceive the Supersoul within themselves through meditation, others through the cultivation of knowledge, and still others through working without fruitive desires."
Gita,13.26,"अन्ये त्वेवमजानन्तः श्रुत्वान्येभ्य उपासते |
तेऽपि चातितरन्त्येव मृत्युं श्रुतिपरायणाः ||१३-२६||","Again there are those who, although not conversant in spiritual knowledge, begin to worship the Supreme Person upon hearing about Him from others. Because of their tendency to hear from authorities, they also transcend the path of birth and death."
Gita,13.27,"यावत्सञ्जायते किञ्चित्सत्त्वं स्थावरजङ्गमम् |
क्षेत्रक्षेत्रज्ञसंयोगात्तद्विद्धि भरतर्षभ ||१३-२७||","O chief of the Bhāratas, know that whatever you see in existence, both the moving and the nonmoving, is only a combination of the field of activities and the knower of the field."
Gita,13.28,"समं सर्वेषु भूतेषु तिष्ठन्तं परमेश्वरम् |
विनश्यत्स्वविनश्यन्तं यः पश्यति स पश्यति ||१३-२८||","One who sees the Supersoul accompanying the individual soul in all bodies, and who understands that neither the soul nor the Supersoul within the destructible body is ever destroyed, actually sees."
Gita,13.29,"समं पश्यन्हि सर्वत्र समवस्थितमीश्वरम् |
न हिनस्त्यात्मनात्मानं ततो याति परां गतिम् ||१३-२९||","One who sees the Supersoul equally present everywhere, in every living being, does not degrade himself by his mind. Thus he approaches the transcendental destination."
Gita,13.30,"प्रकृत्यैव च कर्माणि क्रियमाणानि सर्वशः |
यः पश्यति तथात्मानमकर्तारं स पश्यति ||१३-३०||","One who can see that all activities are performed by the body, which is created of material nature, and sees that the self does nothing, actually sees."
Gita,13.31,"यदा भूतपृथग्भावमेकस्थमनुपश्यति |
तत एव च विस्तारं ब्रह्म सम्पद्यते तदा ||१३-३१||","When a sensible man ceases to see different identities due to different material bodies and he sees how beings are expanded everywhere, he attains to the Brahman conception."
Gita,13.32,"अनादित्वान्निर्गुणत्वात्परमात्मायमव्ययः |
शरीरस्थोऽपि कौन्तेय न करोति न लिप्यते ||१३-३२||","Those with the vision of eternity can see that the imperishable soul is transcendental, eternal, and beyond the modes of nature. Despite contact with the material body, O Arjuna, the soul neither does anything nor is entangled."
Gita,13.33,"यथा सर्वगतं सौक्ष्म्यादाकाशं नोपलिप्यते |
सर्वत्रावस्थितो देहे तथात्मा नोपलिप्यते ||१३-३३||","The sky, due to its subtle nature, does not mix with anything, although it is all-pervading. Similarly, the soul situated in Brahman vision does not mix with the body, though situated in that body."
Gita,13.34,"यथा प्रकाशयत्येकः कृत्स्नं लोकमिमं रविः |
क्षेत्रं क्षेत्री तथा कृत्स्नं प्रकाशयति भारत ||१३-३४||","O son of Bharata, as the sun alone illuminates all this universe, so does the living entity, one within the body, illuminate the entire body by consciousness."
Gita,13.35,"क्षेत्रक्षेत्रज्ञयोरेवमन्तरं ज्ञानचक्षुषा |
भूतप्रकृतिमोक्षं च ये विदुर्यान्ति ते परम् ||१३-३५||","Those who see with eyes of knowledge the difference between the body and the knower of the body, and can also understand the process of liberation from bondage in material nature, attain to the supreme goal."
Gita,14.1,"श्रीभगवानुवाच |
परं भूयः प्रवक्ष्यामि ज्ञानानां ज्ञानमुत्तमम् |
यज्ज्ञात्वा मुनयः सर्वे परां सिद्धिमितो गताः ||१४-१||","The Supreme Personality of Godhead said: Again I shall declare to you this supreme wisdom, the best of all knowledge, knowing which all the sages have attained the supreme perfection."
Gita,14.2,"इदं ज्ञानमुपाश्रित्य मम साधर्म्यमागताः |
सर्गेऽपि नोपजायन्ते प्रलये न व्यथन्ति च ||१४-२||","By becoming fixed in this knowledge, one can attain to the transcendental nature like My own. Thus established, one is not born at the time of creation or disturbed at the time of dissolution."
Gita,14.3,"मम योनिर्महद् ब्रह्म तस्मिन्गर्भं दधाम्यहम् |
सम्भवः सर्वभूतानां ततो भवति भारत ||१४-३||","The total material substance, called Brahman, is the source of birth, and it is that Brahman that I impregnate, making possible the births of all living beings, O son of Bharata."
Gita,14.4,"सर्वयोनिषु कौन्तेय मूर्तयः सम्भवन्ति याः |
तासां ब्रह्म महद्योनिरहं बीजप्रदः पिता ||१४-४||","It should be understood that all species of life, O son of Kuntī, are made possible by birth in this material nature, and that I am the seed-giving father."
Gita,14.5,"सत्त्वं रजस्तम इति गुणाः प्रकृतिसम्भवाः |
निबध्नन्ति महाबाहो देहे देहिनमव्ययम् ||१४-५||","Material nature consists of three modes – goodness, passion and ignorance. When the eternal living entity comes in contact with nature, O mighty-armed Arjuna, he becomes conditioned by these modes."
Gita,14.6,"तत्र सत्त्वं निर्मलत्वात्प्रकाशकमनामयम् |
सुखसङ्गेन बध्नाति ज्ञानसङ्गेन चानघ ||१४-६||","O sinless one, the mode of goodness, being purer than the others, is illuminating, and it frees one from all sinful reactions. Those situated in that mode become conditioned by a sense of happiness and knowledge."
Gita,14.7,"रजो रागात्मकं विद्धि तृष्णासङ्गसमुद्भवम् |
तन्निबध्नाति कौन्तेय कर्मसङ्गेन देहिनम् ||१४-७||","The mode of passion is born of unlimited desires and longings, O son of Kuntī, and because of this the embodied living entity is bound to material fruitive actions."
Gita,14.8,"तमस्त्वज्ञानजं विद्धि मोहनं सर्वदेहिनाम् |
प्रमादालस्यनिद्राभिस्तन्निबध्नाति भारत ||१४-८||","O son of Bharata, know that the mode of darkness, born of ignorance, is the delusion of all embodied living entities. The results of this mode are madness, indolence and sleep, which bind the conditioned soul."
Gita,14.9,"सत्त्वं सुखे सञ्जयति रजः कर्मणि भारत |
ज्ञानमावृत्य तु तमः प्रमादे सञ्जयत्युत ||१४-९||","O son of Bharata, the mode of goodness conditions one to happiness; passion conditions one to fruitive action; and ignorance, covering one’s knowledge, binds one to madness."
Gita,14.10,"रजस्तमश्चाभिभूय सत्त्वं भवति भारत |
रजः सत्त्वं तमश्चैव तमः सत्त्वं रजस्तथा ||१४-१०||","Sometimes the mode of goodness becomes prominent, defeating the modes of passion and ignorance, O son of Bharata. Sometimes the mode of passion defeats goodness and ignorance, and at other times ignorance defeats goodness and passion. In this way there is always competition for supremacy."
Gita,14.11,"सर्वद्वारेषु देहेऽस्मिन्प्रकाश उपजायते |
ज्ञानं यदा तदा विद्याद्विवृद्धं सत्त्वमित्युत ||१४-११||",The manifestation of the mode of goodness can be experienced when all the gates of the body are illuminated by knowledge.
Gita,14.12,"लोभः प्रवृत्तिरारम्भः कर्मणामशमः स्पृहा |
रजस्येतानि जायन्ते विवृद्धे भरतर्षभ ||१४-१२||","O chief of the Bhāratas, when there is an increase in the mode of passion the symptoms of great attachment, fruitive activity, intense endeavor, and uncontrollable desire and hankering develop."
Gita,14.13,"अप्रकाशोऽप्रवृत्तिश्च प्रमादो मोह एव च |
तमस्येतानि जायन्ते विवृद्धे कुरुनन्दन ||१४-१३||","When there is an increase in the mode of ignorance, O son of Kuru, darkness, inertia, madness and illusion are manifested."
Gita,14.14,"यदा सत्त्वे प्रवृद्धे तु प्रलयं याति देहभृत् |
तदोत्तमविदां लोकानमलान्प्रतिपद्यते ||१४-१४||","When one dies in the mode of goodness, he attains to the pure higher planets of the great sages."
Gita,14.15,"रजसि प्रलयं गत्वा कर्मसङ्गिषु जायते |
तथा प्रलीनस्तमसि मूढयोनिषु जायते ||१४-१५||","When one dies in the mode of passion, he takes birth among those engaged in fruitive activities; and when one dies in the mode of ignorance, he takes birth in the animal kingdom."
Gita,14.16,"कर्मणः सुकृतस्याहुः सात्त्विकं निर्मलं फलम् |
रजसस्तु फलं दुःखमज्ञानं तमसः फलम् ||१४-१६||","The result of pious action is pure and is said to be in the mode of goodness. But action done in the mode of passion results in misery, and action performed in the mode of ignorance results in foolishness."
Gita,14.17,"सत्त्वात्सञ्जायते ज्ञानं रजसो लोभ एव च |
प्रमादमोहौ तमसो भवतोऽज्ञानमेव च ||१४-१७||","From the mode of goodness, real knowledge develops; from the mode of passion, greed develops; and from the mode of ignorance develop foolishness, madness and illusion."
Gita,14.18,"ऊर्ध्वं गच्छन्ति सत्त्वस्था मध्ये तिष्ठन्ति राजसाः |
जघन्यगुणवृत्तिस्था अधो गच्छन्ति तामसाः ||१४-१८||",Those situated in the mode of goodness gradually go upward to the higher planets; those in the mode of passion live on the earthly planets; and those in the abominable mode of ignorance go down to the hellish worlds.
Gita,14.19,"नान्यं गुणेभ्यः कर्तारं यदा द्रष्टानुपश्यति |
गुणेभ्यश्च परं वेत्ति मद्भावं सोऽधिगच्छति ||१४-१९||","When one properly sees that in all activities no other performer is at work than these modes of nature and he knows the Supreme Lord, who is transcendental to all these modes, he attains My spiritual nature."
Gita,14.20,"गुणानेतानतीत्य त्रीन्देही देहसमुद्भवान् |
जन्ममृत्युजरादुःखैर्विमुक्तोऽमृतमश्नुते ||१४-२०||","When the embodied being is able to transcend these three modes associated with the material body, he can become free from birth, death, old age and their distresses and can enjoy nectar even in this life."
Gita,14.21,"अर्जुन उवाच |
कैर्लिङ्गैस्त्रीन्गुणानेतानतीतो भवति प्रभो |
किमाचारः कथं चैतांस्त्रीन्गुणानतिवर्तते ||१४-२१||","Arjuna inquired: O my dear Lord, by which symptoms is one known who is transcendental to these three modes? What is his behavior? And how does he transcend the modes of nature?"
Gita,14.22,"श्रीभगवानुवाच |
प्रकाशं च प्रवृत्तिं च मोहमेव च पाण्डव |
न द्वेष्टि सम्प्रवृत्तानि न निवृत्तानि काङ्क्षति ||१४-२२||","The Supreme Personality of Godhead said: O son of Pandu, the transcendental qualities such as light, activity, and delusion are present all around, but they are not hated or desired by Me."
Gita,14.23,"उदासीनवदासीनो गुणैर्यो न विचाल्यते |
गुणा वर्तन्त इत्येवं योऽवतिष्ठति नेङ्गते ||१४-२३||","Just as the wind carries scents from various objects, so does the embodied soul carry the mind's qualities—though he remains detached, unaffected, just as a gust of wind doesn’t affect the sky."
Gita,14.24,"समदुःखसुखः स्वस्थः समलोष्टाश्मकाञ्चनः |
तुल्यप्रियाप्रियो धीरस्तुल्यनिन्दात्मसंस्तुतिः ||१४-२४||","The wise person who is equipoised in both happiness and distress, who is tolerant, free from envy, and who is steady in both success and failure, is certainly eligible for liberation."
Gita,14.25,"मानापमानयोस्तुल्यस्तुल्यो मित्रारिपक्षयोः |
सर्वारम्भपरित्यागी गुणातीतः स उच्यते ||१४-२५||","One who is equal to friends and enemies, who is equipoised in honor and dishonor, heat and cold, happiness and distress, fame and infamy, who is always free from contaminating association, who is transcendental to all these material qualities, is indeed eligible for liberation."
Gita,14.26,"मां च योऽव्यभिचारेण भक्तियोगेन सेवते |
स गुणान्समतीत्यैतान्ब्रह्मभूयाय कल्पते ||१४-२६||","One who engages in full devotional service, unfailing in all circumstances, at once transcends the modes of material nature and thus comes to the level of Brahman."
Gita,14.27,"ब्रह्मणो हि प्रतिष्ठाहममृतस्याव्ययस्य च |
शाश्वतस्य च धर्मस्य सुखस्यैकान्तिकस्य च ||१४-२७||","And I am the basis of the impersonal Brahman, which is immortal, imperishable and eternal and is the constitutional position of ultimate happiness."
Gita,15.1,"श्रीभगवानुवाच |
ऊर्ध्वमूलमधःशाखमश्वत्थं प्राहुरव्ययम् |
छन्दांसि यस्य पर्णानि यस्तं वेद स वेदवित् ||१५-१||",The Supreme Personality of Godhead said: It is said that there is an imperishable banyan tree that has its roots upward and its branches down and whose leaves are the Vedic hymns. One who knows this tree is the knower of the Vedas.
Gita,15.2,"अधश्चोर्ध्वं प्रसृतास्तस्य शाखा
गुणप्रवृद्धा विषयप्रवालाः |
अधश्च मूलान्यनुसन्ततानि
कर्मानुबन्धीनि मनुष्यलोके ||१५-२||","The branches of this tree extend downward and upward, nourished by the three modes of material nature. The twigs are the objects of the senses. This tree also has roots going down, and these are bound to the fruitive actions of human society."
Gita,15.3,"न रूपमस्येह तथोपलभ्यते
नान्तो न चादिर्न च सम्प्रतिष्ठा |
अश्वत्थमेनं सुविरूढमूलं
असङ्गशस्त्रेण दृढेन छित्त्वा ||१५-३||","The real form of this tree cannot be perceived in this world. No one can understand where it ends, where it begins, or where its foundation is. But with determination one must cut down this strongly rooted tree with the weapon of detachment."
Gita,15.4,"ततः पदं तत्परिमार्गितव्यं
यस्मिन्गता न निवर्तन्ति भूयः |
तमेव चाद्यं पुरुषं प्रपद्ये |
यतः प्रवृत्तिः प्रसृता पुराणी ||१५-४||","Thereafter, one must seek that place from which, having gone, one never returns, and there surrender to that Supreme Personality of Godhead from whom everything has begun and in whom everything is abiding since time immemorial."
Gita,15.5,"निर्मानमोहा जितसङ्गदोषा
अध्यात्मनित्या विनिवृत्तकामाः |
द्वन्द्वैर्विमुक्ताः सुखदुःखसंज्ञैर्-
गच्छन्त्यमूढाः पदमव्ययं तत् ||१५-५||","Those who are free from false prestige, illusion and false association, who understand the eternal, who are done with material lust, who are freed from the dualities of happiness and distress, and who, unbewildered, know how to surrender unto the Supreme Person attain to that eternal kingdom."
Gita,15.6,"न तद्भासयते सूर्यो न शशाङ्को न पावकः |
यद्गत्वा न निवर्तन्ते तद्धाम परमं मम ||१५-६||","That supreme abode of Mine is not illumined by the sun or moon, nor by fire or electricity. Those who reach it never return to this material world."
Gita,15.7,"ममैवांशो जीवलोके जीवभूतः सनातनः |
मनःषष्ठानीन्द्रियाणि प्रकृतिस्थानि कर्षति ||१५-७||","The living entities in this conditioned world are My eternal fragmental parts. Due to conditioned life, they are struggling very hard with the six senses, which include the mind."
Gita,15.8,"शरीरं यदवाप्नोति यच्चाप्युत्क्रामतीश्वरः |
गृहीत्वैतानि संयाति वायुर्गन्धानिवाशयात् ||१५-८||","The living entity in the material world carries his different conceptions of life from one body to another, as the air carries aromas. Thus he takes one kind of body and again quits it to take another."
Gita,15.9,"श्रोत्रं चक्षुः स्पर्शनं च रसनं घ्राणमेव च |
अधिष्ठाय मनश्चायं विषयानुपसेवते ||१५-९||","The living entity, thus taking another gross body, obtains a certain type of ear, eye, tongue, nose and sense of touch, which are grouped about the mind. He thus enjoys a particular set of sense objects."
Gita,15.10,"उत्क्रामन्तं स्थितं वापि भुञ्जानं वा गुणान्वितम् |
विमूढा नानुपश्यन्ति पश्यन्ति ज्ञानचक्षुषः ||१५-१०||","The foolish cannot understand how a living entity can quit his body, nor can they understand what sort of body he enjoys under the spell of the modes of nature. But one whose eyes are trained in knowledge can see all this."
Gita,15.11,"यतन्तो योगिनश्चैनं पश्यन्त्यात्मन्यवस्थितम् |
यतन्तोऽप्यकृतात्मानो नैनं पश्यन्त्यचेतसः ||१५-११||","The endeavoring transcendentalists who are situated in self-realization can see all this clearly. But those whose minds are not developed and who are not situated in self-realization cannot see what is taking place, though they may try."
Gita,15.12,"यदादित्यगतं तेजो जगद्भासयतेऽखिलम् |
यच्चन्द्रमसि यच्चाग्नौ तत्तेजो विद्धि मामकम् ||१५-१२||","The splendor of the sun, which dissipates the darkness of this whole world, comes from Me. And the splendor of the moon and the splendor of fire are also from Me."
Gita,15.13,"गामाविश्य च भूतानि धारयाम्यहमोजसा |
पुष्णामि चौषधीः सर्वाः सोमो भूत्वा रसात्मकः ||१५-१३||","I enter into each planet, and by My energy they stay in orbit. I become the moon and thereby supply the juice of life to all vegetables."
Gita,15.14,"अहं वैश्वानरो भूत्वा प्राणिनां देहमाश्रितः |
प्राणापानसमायुक्तः पचाम्यन्नं चतुर्विधम् ||१५-१४||","I am the fire of digestion in the bodies of all living entities, and I join with the air of life, outgoing and incoming, to digest the four kinds of foodstuff."
Gita,15.15,"सर्वस्य चाहं हृदि सन्निविष्टो
मत्तः स्मृतिर्ज्ञानमपोहनञ्च |
वेदैश्च सर्वैरहमेव वेद्यो
वेदान्तकृद्वेदविदेव चाहम् ||१५-१५||","I am seated in everyone’s heart, and from Me come remembrance, knowledge and forgetfulness. By all the Vedas, I am to be known. Indeed, I am the compiler of Vedānta, and I am the knower of the Vedas."
Gita,15.16,"द्वाविमौ पुरुषौ लोके क्षरश्चाक्षर एव च |
क्षरः सर्वाणि भूतानि कूटस्थोऽक्षर उच्यते ||१५-१६||","There are two classes of beings, the fallible and the infallible. In the material world every living entity is fallible, and in the spiritual world every living entity is called infallible."
Gita,15.17,"उत्तमः पुरुषस्त्वन्यः परमात्मेत्युधाहृतः |
यो लोकत्रयमाविश्य बिभर्त्यव्यय ईश्वरः ||१५-१७||","Besides these two, there is the greatest living personality, the Supreme Soul, the imperishable Lord Himself, who has entered the three worlds and is maintaining them."
Gita,15.18,"यस्मात्क्षरमतीतोऽहमक्षरादपि चोत्तमः |
अतोऽस्मि लोके वेदे च प्रथितः पुरुषोत्तमः ||१५-१८||","Because I am transcendental, beyond both the fallible and the infallible, and because I am the greatest, I am celebrated both in the world and in the Vedas as that Supreme Person."
Gita,15.19,"यो मामेवमसम्मूढो जानाति पुरुषोत्तमम् |
स सर्वविद्भजति मां सर्वभावेन भारत ||१५-१९||","Whoever knows Me as the Supreme Personality of Godhead, without doubting, is the knower of everything. He therefore engages himself in full devotional service to Me, O son of Bharata."
Gita,15.20,"इति गुह्यतमं शास्त्रमिदमुक्तं मयानघ |
एतद्बुद्ध्वा बुद्धिमान्स्यात्कृतकृत्यश्च भारत ||१५-२०||","This is the most confidential part of the Vedic scriptures, O sinless one, and it is disclosed now by Me. Whoever understands this will become wise, and his endeavors will know perfection."
Gita,16.1,"श्रीभगवानुवाच |
अभयं सत्त्वसंशुद्धिर्ज्ञानयोगव्यवस्थितिः |
दानं दमश्च यज्ञश्च स्वाध्यायस्तप आर्जवम् ||१६-१||","The Supreme Personality of Godhead said: Fearlessness; purification of one's existence; cultivation of spiritual knowledge; charity; self-control; performance of sacrifice; study of the Vedas; austerity; simplicity; nonviolence; truthfulness; freedom from anger; renunciation; tranquility; aversion to faultfinding; compassion for all living entities; freedom from covetousness; gentleness; modesty; steady determination; vigor; forgiveness; fortitude; cleanliness; and freedom from envy and from the passion for honor—these transcendental qualities, O son of Bharata, belong to godly men endowed with divine nature."
Gita,16.2,"अहिंसा सत्यमक्रोधस्त्यागः शान्तिरपैशुनम् |
दया भूतेष्वलोलुप्त्वं मार्दवं ह्रीरचापलम् ||१६-२||","Nonviolence; truthfulness; freedom from anger; renunciation; tranquility; apathy toward sense objects; compassion for all living entities; freedom from covetousness; gentleness; modesty; steady determination; vigor; forgiveness; fortitude; cleanliness; and freedom from envy and from the passion for honor—these transcendental qualities, O son of Bharata, belong to godly men endowed with divine nature."
Gita,16.3,"तेजः क्षमा धृतिः शौचमद्रोहो नातिमानिता |
भवन्ति सम्पदं दैवीमभिजातस्य भारत ||१६-३||","Austerity; cleanliness; nonviolence; truthfulness; absence of anger; renunciation; tranquility; aversion to faultfinding; compassion for all living entities; freedom from covetousness; gentleness; modesty; steady determination; vigor; forgiveness; fortitude; cleanliness; freedom from envy and the passion for honor—these transcendental qualities, O son of Bharata, belong to godly men endowed with divine nature."
Gita,16.4,"दम्भो दर्पोऽभिमानश्च क्रोधः पारुष्यमेव च |
अज्ञानं चाभिजातस्य पार्थ सम्पदमासुरीम् ||१६-४||","Pride, arrogance, conceit, anger, harshness and ignorance – these qualities belong to those of demoniac nature, O son of Pṛthā."
Gita,16.5,"दैवी सम्पद्विमोक्षाय निबन्धायासुरी मता |
मा शुचः सम्पदं दैवीमभिजातोऽसि पाण्डव ||१६-५||","The transcendental qualities are conducive to liberation, whereas the demoniac qualities make for bondage. Do not worry, O son of Pāṇḍu, for you are born with the divine qualities."
Gita,16.6,"द्वौ भूतसर्गौ लोकेऽस्मिन्दैव आसुर एव च |
दैवो विस्तरशः प्रोक्त आसुरं पार्थ मे शृणु ||१६-६||","O son of Pṛthā, in this world there are two kinds of created beings. One is called divine and the other demoniac. I have already explained to you at length the divine qualities. Now hear from Me of the demoniac."
Gita,16.7,"प्रवृत्तिं च निवृत्तिं च जना न विदुरासुराः |
न शौचं नापि चाचारो न सत्यं तेषु विद्यते ||१६-७||",Those who are demoniac do not know what is to be done and what is not to be done. Neither cleanliness nor proper behavior nor truth is found in them.
Gita,16.8,"असत्यमप्रतिष्ठं ते जगदाहुरनीश्वरम् |
अपरस्परसम्भूतं किमन्यत्कामहैतुकम् ||१६-८||","They say that this world is unreal, with no foundation, no God in control. They say it is produced of sex desire and has no cause other than lust."
Gita,16.9,"एतां दृष्टिमवष्टभ्य नष्टात्मानोऽल्पबुद्धयः |
प्रभवन्त्युग्रकर्माणः क्षयाय जगतोऽहिताः ||१६-९||","Following such conclusions, the demoniac, who are lost to themselves and who have no intelligence, engage in unbeneficial, horrible works meant to destroy the world."
Gita,16.10,"काममाश्रित्य दुष्पूरं दम्भमानमदान्विताः |
मोहाद्गृहीत्वासद्ग्राहान्प्रवर्तन्तेऽशुचिव्रताः ||१६-१०||","Taking shelter of insatiable lust and absorbed in the conceit of pride and false prestige, the demoniac, thus illusioned, are always sworn to unclean work, attracted by the impermanent."
Gita,16.11,"चिन्तामपरिमेयां च प्रलयान्तामुपाश्रिताः |
कामोपभोगपरमा एतावदिति निश्चिताः ||१६-११||","Taking shelter of insatiable lust and absorbed in the conceit of pride and false prestige, the demoniac, thus illusioned, are always sworn to unclean work, attracted by impermanent things."
Gita,16.12,"आशापाशशतैर्बद्धाः कामक्रोधपरायणाः |
ईहन्ते कामभोगार्थमन्यायेनार्थसञ्चयान् ||१६-१२||","Bound by hundreds of desires, entangled in the net of delusion, addicted to sense enjoyment and attached to the gratification of their own lust, they descend into a hellish existence."
Gita,16.13,"इदमद्य मया लब्धमिमं प्राप्स्ये मनोरथम् |
इदमस्तीदमपि मे भविष्यति पुनर्धनम् ||१६-१३||","Today I have obtained all these opulences by My own effort. They were not gifted to Me by anyone else. I am the enjoyer and the lord of everything. Therefore, I will utilize this power to maintain and protect the living entities according to My will."
Gita,16.14,"असौ मया हतः शत्रुर्हनिष्ये चापरानपि |
ईश्वरोऽहमहं भोगी सिद्धोऽहं बलवान्सुखी ||१६-१४||","One who discourses on this confidential knowledge, to My devotees, shall be performing the highest form of loving service to Me, and with the understanding that this is My wish, shall attain fulfillment."
Gita,16.15,"आढ्योऽभिजनवानस्मि कोऽन्योऽस्ति सदृशो मया |
यक्ष्ये दास्यामि मोदिष्य इत्यज्ञानविमोहिताः ||१६-१५||","Whatever I perform by way of sacrifices, austerities, or charitable activities, I do to this end and only this and am united to the manner in which they act."
Gita,16.16,"अनेकचित्तविभ्रान्ता मोहजालसमावृताः |
प्रसक्ताः कामभोगेषु पतन्ति नरकेऽशुचौ ||१६-१६||","Thus perplexed by various anxieties and bound by a network of illusions, they become too strongly attached to sense enjoyment and fall down into hell."
Gita,16.17,"आत्मसम्भाविताः स्तब्धा धनमानमदान्विताः |
यजन्ते नामयज्ञैस्ते दम्भेनाविधिपूर्वकम् ||१६-१७||","Self-complacent and always impudent, deluded by wealth and false prestige, they sometimes proudly perform sacrifices in name only, without following any rules or regulations."
Gita,16.18,"अहंकारं बलं दर्पं कामं क्रोधं च संश्रिताः |
मामात्मपरदेहेषु प्रद्विषन्तोऽभ्यसूयकाः ||१६-१८||","Bewildered by false ego, strength, pride, lust and anger, the demons become envious of the Supreme Personality of Godhead, who is situated in their own bodies and in the bodies of others, and blaspheme against the real religion."
Gita,16.19,"तानहं द्विषतः क्रुरान्संसारेषु नराधमान् |
क्षिपाम्यजस्रमशुभानासुरीष्वेव योनिषु ||१६-१९||","Those who are envious and mischievous, who are the lowest among men, I perpetually cast into the ocean of material existence, into various demoniac species of life."
Gita,16.20,"आसुरीं योनिमापन्ना मूढा जन्मनि जन्मनि |
मामप्राप्यैव कौन्तेय ततो यान्त्यधमां गतिम् ||१६-२०||","Attaining repeated birth amongst the species of demoniac life, O son of Kuntī, such persons can never approach Me. Gradually they sink down to the most abominable type of existence."
Gita,16.21,"त्रिविधं नरकस्येदं द्वारं नाशनमात्मनः |
कामः क्रोधस्तथा लोभस्तस्मादेतत्त्रयं त्यजेत् ||१६-२१||","There are three gates leading to this hell – lust, anger and greed. Every sane man should give these up, for they lead to the degradation of the soul."
Gita,16.22,"एतैर्विमुक्तः कौन्तेय तमोद्वारैस्त्रिभिर्नरः |
आचरत्यात्मनः श्रेयस्ततो याति परां गतिम् ||१६-२२||","The man who has escaped these three gates of hell, O son of Kuntī, performs acts conducive to self-realization and thus gradually attains the supreme destination."
Gita,16.23,"यः शास्त्रविधिमुत्सृज्य वर्तते कामकारतः |
न स सिद्धिमवाप्नोति न सुखं न परां गतिम् ||१६-२३||","He who discards scriptural injunctions and acts according to his own whims attains neither perfection, nor happiness, nor the supreme destination."
Gita,16.24,"तस्माच्छास्त्रं प्रमाणं ते कार्याकार्यव्यवस्थितौ |
ज्ञात्वा शास्त्रविधानोक्तं कर्म कर्तुमिहार्हसि ||१६-२४||","One should therefore understand what is duty and what is not duty by the regulations of the scriptures. Knowing such rules and regulations, one should act so that he may gradually be elevated."
Gita,17.1,"अर्जुन उवाच |
ये शास्त्रविधिमुत्सृज्य यजन्ते श्रद्धयान्विताः |
तेषां निष्ठा तु का कृष्ण सत्त्वमाहो रजस्तमः ||१७-१||","Arjuna inquired: O Kṛṣṇa, what is the situation of those who do not follow the principles of scripture but worship according to their own imagination? Are they in goodness, in passion or in ignorance?"
Gita,17.2,"श्रीभगवानुवाच |
त्रिविधा भवति श्रद्धा देहिनां सा स्वभावजा |
सात्त्विकी राजसी चैव तामसी चेति तां शृणु ||१७-२||","The Supreme Personality of Godhead said: According to the modes of nature acquired by the embodied soul, one’s faith can be of three kinds – in goodness, in passion or in ignorance. Now hear about this."
